Reg_id,Gender,Age,Construction,New Construction,Elevator,Floors,Floor_area,Rooms,Bathrooms,Ceiling_height,Floor,Balcony,Furnished,Renovation,Children Welcome,Pets Allowed,Utility Payments,Address,Price,Currency,Duration,Date,Amenities,Appliances,Parking,Index,EXCLUDED_ID,REASON,Monthly USD Price
5,Male,57,stone,False,False,5.0,70.0,3.0,1.0,2.8,1.0,multiple_balconies,1,major_renovation,2.0,0.0,0.0,"Անտառավան թաղամաս, Գյումրի",130000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_washing_machine,_water_heater,_iron,_hair_dryer","outdoor_parking,_garage",A7490,7490,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,966.4292980671414
5,Female,44,stone,False,False,4.0,60.0,3.0,1.0,2.5,3.0,0,1,partial_renovation,1.0,0.0,0.0,"Մաքսիմ Գորկու փողոց 104, Գյումրի",80000.0,AMD,monthly,2023-01-07,,,"outdoor_parking,_covered_parking",A7491,7491,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Male,35,stone,True,False,3.0,56.0,1.0,1.0,2.8,1.0,closed_balcony,1,euro_renovation,1.0,1.0,0.0,"Garegin Nzhdeh Avenue, Gyumri",130000.0,AMD,monthly,2023-01-07,,,,A7492,7492,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,966.4292980671414
5,Male,58,stone,False,False,5.0,68.0,3.0,1.0,2.7,3.0,0,1,partial_renovation,1.0,0.0,0.0,"Մուսայելյան փողոց 167, Գյումրի",120000.0,AMD,monthly,2023-01-07,television,,,A7495,7495,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,839.2675483214649
5,Female,49,stone,False,False,5.0,63.0,2.0,1.0,2.7,5.0,0,1,major_renovation,1.0,0.0,0.0,"Կամոյի փողոց, Գյումրի",150000.0,AMD,monthly,2023-01-07,"television,_internet","fridge,_washing_machine,_iron",outdoor_parking,A7496,7496,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Female,43,stone,False,False,4.0,35.0,1.0,1.0,2.75,3.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,"Улица Ширакаци, Гюмри",110000.0,AMD,monthly,2023-01-07,,,,A7497,7497,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,940.9969481180061
5,Male,53,monolith,True,False,4.0,80.0,1.0,1.0,3.0,3.0,multiple_balconies,1,major_renovation,1.0,2.0,1.0,"Trdat Architector street, Gyumri",100000.0,AMD,monthly,2023-01-07,"television,_parking_space","fridge,_drying_machine,_water_heater,_iron",outdoor_parking,A7498,7498,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1195.3204476093592
5,Male,66,monolith,True,False,3.0,53.0,2.0,1.0,2.6,3.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,"Մուշ 2 թաղամաս, Գյումրի",150000.0,AMD,monthly,2023-01-07,"television,_internet","fridge,_washing_machine",outdoor_parking,A7500,7500,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Female,56,stone,True,False,4.0,49.0,1.0,1.0,2.7,2.0,0,1,major_renovation,1.0,2.0,0.0,"Մուշ 2 թաղամաս, Գյումրի",110000.0,AMD,monthly,2023-01-07,"television,_air_conditioner,_internet,_parking_space","fridge,_stove,_coffee_maker,_washing_machine,_water_heater,_iron",outdoor_parking,A7501,7501,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,813.8351983723296
5,Male,56,stone,False,False,3.0,70.0,2.0,2.0,3.0,1.0,0,1,cosmetic_renovation,1.0,0.0,0.0,"Շիրակացի փողոց, Գյումրի",100000.0,AMD,monthly,2023-01-07,television,"fridge,_stove,_washing_machine",,A7507,7507,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,712.1057985757884
5,Male,33,stone,True,False,4.0,50.0,2.0,1.0,2.8,2.0,0,1,euro_renovation,1.0,1.0,0.0,"Մուշ 2-2 թաղամաս 5, Գյումրի",120000.0,AMD,monthly,2023-01-07,"internet,_parking_space","fridge,_stove,_washing_machine",outdoor_parking,A7508,7508,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Female,63,monolith,False,False,1.0,100.0,4.0,1.0,2.75,1.0,open_balcony,1,major_renovation,1.0,1.0,0.0,Shirak › Gyumri,155000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_washing_machine,_water_heater",outdoor_parking,A7509,7509,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,712.1057985757884
5,Male,29,stone,False,False,2.0,42.0,1.0,1.0,2.7,1.0,0,1,euro_renovation,1.0,0.0,1.0,"Շիրակացի փողոց 28, Գյումրի",110000.0,AMD,monthly,2023-01-07,,,,A7511,7511,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
5,Male,41,monolith,False,False,4.0,70.0,3.0,1.0,2.7,3.0,0,1,old_renovation,1.0,1.0,0.0,Shirak › Gyumri,100000.0,AMD,monthly,2023-01-07,television,"fridge,_stove,_washing_machine,_iron,_hair_dryer",,A7513,7513,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,635.8087487283825
5,Male,20,panels,True,False,3.0,97.0,4.0,1.0,2.75,2.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,"Paruyr Sevak St, Gyumri",150000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_microwave,_washing_machine,_water_heater",outdoor_parking,A7515,7515,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
5,Female,20,panels,False,True,2.0,86.0,3.0,2.0,2.5,1.0,open_balcony,1,major_renovation,1.0,2.0,0.0,Shirak › Gyumri,150000.0,AMD,monthly,2023-01-07,,"stove,_water_heater",,A7517,7517,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
5,Female,49,stone,True,False,4.0,50.0,2.0,1.0,2.7,3.0,open_balcony,1,cosmetic_renovation,1.0,2.0,0.0,"9-րդ փողոց, Գյումրի",130000.0,AMD,monthly,2023-01-07,internet,"fridge,_stove,_washing_machine",outdoor_parking,A7518,7518,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,508.646998982706
5,Female,52,panels,False,False,4.0,48.0,2.0,1.0,2.7,4.0,0,1,euro_renovation,2.0,0.0,0.0,Shirak › Gyumri,90000.0,AMD,monthly,2023-01-07,internet,"fridge,_stove,_washing_machine,_water_heater",outdoor_parking,A7519,7519,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,966.4292980671414
5,Female,58,monolith,False,False,1.0,82.0,3.0,1.0,2.8,1.0,0,1,euro_renovation,1.0,2.0,0.0,"11th street 4, Gyumri",150000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_coffee_maker,_washing_machine,_iron","outdoor_parking,_garage",A7520,7520,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,686.6734486266531
5,Male,31,stone,False,False,4.0,75.0,2.0,1.0,2.5,3.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,Shirak › Gyumri,7000.0,AMD,daily,2023-01-07,"television,_internet","fridge,_stove,_microwave,_coffee_maker,_washing_machine,_water_heater,_iron,_hair_dryer",,A7524,7524,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
5,Female,39,monolith,False,False,3.0,90.0,3.0,1.0,2.75,3.0,multiple_balconies,,old_renovation,0.0,0.0,0.0,"Անի թաղամասի 11-րդ փողոց 1, Գյումրի",60000.0,AMD,monthly,2023-01-07,,,,A7526,7526,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Male,29,stone,False,False,5.0,60.0,3.0,1.0,2.7,1.0,closed_balcony,1,cosmetic_renovation,1.0,2.0,0.0,"Կամոյի փողոց, Գյումրի",70000.0,AMD,monthly,2023-01-07,,,,A7529,7529,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,635.8087487283825
5,Male,58,stone,True,False,4.0,47.0,1.0,1.0,2.7,1.0,0,partial_furniture,cosmetic_renovation,1.0,1.0,0.0,"Квартал Муш 2-2, Гюмри",50000.0,AMD,monthly,2023-01-07,,"fridge,_water_heater",outdoor_parking,A7531,7531,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,966.4292980671414
5,Female,19,bricks,False,False,4.0,62.0,3.0,1.0,3.0,3.0,0,1,euro_renovation,1.0,2.0,1.0,"Մուշ 2 թաղամաս 45, Գյումրի",150000.0,AMD,monthly,2023-01-07,television,"fridge,_stove,_water_heater",,A7532,7532,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,559.5116988809766
5,Male,51,stone,False,False,4.0,65.0,3.0,1.0,2.7,2.0,closed_balcony,1,cosmetic_renovation,1.0,2.0,0.0,"Անտառավան թաղամաս, Գյումրի",150000.0,AMD,monthly,2023-01-07,,,,A7534,7534,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,559.5116988809766
5,Male,58,stone,False,False,2.0,110.0,4.0,1.0,3.5,2.0,open_balcony,partial_furniture,designer_renovation,1.0,2.0,0.0,Shirak › Gyumri,150000.0,AMD,monthly,2023-01-07,"television,_parking_space","fridge,_stove,_washing_machine,_water_heater",outdoor_parking,A7535,7535,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,635.8087487283825
5,Female,53,panels,True,False,4.0,75.0,3.0,1.0,2.75,4.0,multiple_balconies,1,major_renovation,1.0,1.0,0.0,"Պարույր Սևակի փողոց 11, Գյումրի",150000.0,AMD,monthly,2023-01-07,"television,_parking_space","fridge,_stove,_washing_machine,_water_heater",outdoor_parking,A7536,7536,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
5,Female,62,stone,True,False,4.0,50.0,1.0,1.0,2.7,3.0,closed_balcony,1,cosmetic_renovation,1.0,2.0,0.0,"Garegin Njdeh Ave 1/5, Gyumri",70000.0,AMD,monthly,2023-01-07,,,,A7537,7537,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Male,49,stone,False,False,4.0,70.0,3.0,1.0,2.7,3.0,open_balcony,1,cosmetic_renovation,1.0,2.0,0.0,"Ավետիք Իսահակյանի փողոց, Գյումրի",110000.0,AMD,monthly,2023-01-07,,,,A7538,7538,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Male,38,monolith,True,False,3.0,100.0,3.0,1.0,2.5,2.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,"Պարույր Սևակի փողոց, Գյումրի",170000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_washing_machine,_water_heater,_iron,_hair_dryer",outdoor_parking,A7539,7539,Address was Missing; The Monthly USD price was outside a 1% IQR (Inter-Quartile Range); ,1398.7792472024416
5,Male,52,stone,False,False,4.0,60.0,2.0,1.0,2.7,4.0,closed_balcony,1,major_renovation,1.0,2.0,0.0,"Վազգեն Սարգսյանի փողոց, Գյումրի",150000.0,AMD,monthly,2023-01-07,,,,A7541,7541,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1271.617497456765
5,Male,53,stone,True,False,4.0,43.0,1.0,1.0,2.7,3.0,0,partial_furniture,cosmetic_renovation,1.0,0.0,2.0,"Մուշ 2 թաղամաս 56, Գյումրի",100000.0,AMD,monthly,2023-01-07,internet,"fridge,_coffee_maker,_washing_machine",outdoor_parking,A7542,7542,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
5,Female,20,stone,False,False,4.0,46.0,1.0,1.0,2.8,2.0,open_balcony,1,cosmetic_renovation,0.0,0.0,0.0,Shirak › Gyumri,80000.0,AMD,monthly,2023-01-07,television,"fridge,_washing_machine",,A7543,7543,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,457.7822990844354
5,Female,61,monolith,False,False,3.0,80.0,3.0,1.0,2.7,1.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,Shirak › Gyumri,120000.0,AMD,monthly,2023-01-07,"television,_internet","fridge,_stove,_washing_machine,_water_heater",,A7544,7544,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1271.617497456765
5,Female,63,panels,False,False,5.0,75.0,3.0,1.0,2.8,1.0,0,1,euro_renovation,1.0,0.0,0.0,"Minas Avetisyan street, Gyumri",150000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_microwave,_washing_machine,_drying_machine,_water_heater",,A7546,7546,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
5,Female,27,stone,True,False,4.0,78.0,3.0,1.0,2.7,3.0,0,1,major_renovation,1.0,2.0,0.0,Shirak › Gyumri,120000.0,AMD,monthly,2023-01-07,,,,A7547,7547,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,635.8087487283825
5,Female,49,stone,True,False,4.0,47.0,2.0,1.0,2.7,1.0,0,1,major_renovation,1.0,0.0,0.0,"Մուշ 2-2 թաղամաս, Գյումրի",70000.0,AMD,monthly,2023-01-07,,,,A7549,7549,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
5,Female,69,monolith,True,False,4.0,65.0,2.0,1.0,2.7,2.0,0,1,major_renovation,1.0,2.0,0.0,"Անի թաղամասի 11-րդ փողոց, Գյումրի",180000.0,AMD,monthly,2023-01-07,,,,A7551,7551,The Monthly USD price was outside a 1% IQR (Inter-Quartile Range); ,1068.1586978636826
5,Male,55,monolith,False,False,4.0,60.0,2.0,1.0,2.7,4.0,0,1,major_renovation,1.0,0.0,0.0,"8-րդ թաղամաս 17, Գյումրի",150000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_washing_machine,_water_heater",outdoor_parking,A7552,7552,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1322.4821973550356
5,Male,57,monolith,True,False,5.0,75.0,2.0,1.0,2.5,5.0,closed_balcony,1,major_renovation,1.0,2.0,2.0,Shirak › Gyumri,150000.0,AMD,monthly,2023-01-07,"television,_air_conditioner,_internet","fridge,_stove,_washing_machine",outdoor_parking,A7553,7553,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1220.7527975584944
5,Female,60,stone,True,False,4.0,80.0,3.0,1.0,3.5,2.0,open_balcony,partial_furniture,cosmetic_renovation,1.0,1.0,0.0,"Կ. Հալաբյան փողոց 4, Գյումրի",150000.0,AMD,monthly,2023-01-07,"television,_parking_space","fridge,_stove,_water_heater",outdoor_parking,A7556,7556,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1525.940996948118
5,Female,57,monolith,True,False,4.0,67.0,2.0,1.0,2.7,3.0,open_balcony,1,major_renovation,1.0,2.0,0.0,"Trdat Architector street, Gyumri",120000.0,AMD,monthly,2023-01-07,,,,A7557,7557,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1525.940996948118
5,Male,66,stone,True,False,5.0,49.0,2.0,1.0,3.0,1.0,0,,cosmetic_renovation,1.0,0.0,1.0,Shirak › Gyumri,150000.0,AMD,monthly,2023-01-07,,,,A7558,7558,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1525.940996948118
5,Female,19,stone,False,False,4.0,59.0,2.0,1.0,2.7,2.0,0,1,major_renovation,1.0,2.0,0.0,"Ղանդիլյանի փողոց, Գյումրի",180000.0,AMD,monthly,2023-01-07,,,,A7560,7560,Address was Missing; The Monthly USD price was outside a 1% IQR (Inter-Quartile Range); ,1144.4557477110886
5,Female,18,stone,False,False,2.0,58.0,2.0,1.0,2.7,2.0,0,1,major_renovation,1.0,2.0,0.0,"Gorki Street, Gyumri",150000.0,AMD,monthly,2023-01-07,,,,A7561,7561,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1144.4557477110886
5,Male,66,stone,True,False,5.0,56.0,1.0,1.0,2.6,3.0,0,1,partial_renovation,1.0,1.0,0.0,Shirak › Gyumri,90000.0,AMD,monthly,2023-01-07,"television,_air_conditioner,_internet","fridge,_stove,_microwave,_washing_machine,_water_heater,_iron",outdoor_parking,A7562,7562,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
6,Female,55,panels,False,True,12.0,40.0,2.0,1.0,2.6,10.0,open_balcony,1,euro_renovation,2.0,0.0,0.0,"Vardanants Street, Vanadzor",100000.0,AMD,monthly,2023-01-07,"television,_parking_space","fridge,_washing_machine,_iron",outdoor_parking,A7563,7563,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1525.940996948118
5,Male,38,stone,False,False,4.0,60.0,2.0,1.0,2.8,2.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,"Улица Раскатлян 1, Гюмри",100000.0,AMD,monthly,2023-01-07,television,"fridge,_stove,_washing_machine,_water_heater,_iron",outdoor_parking,A7564,7564,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1525.940996948118
5,Female,64,stone,False,False,5.0,64.0,3.0,1.0,2.7,1.0,0,1,cosmetic_renovation,1.0,2.0,0.0,"Պարույր Սևակի փողոց 3, Գյումրի",120000.0,AMD,monthly,2023-01-07,,,,A7565,7565,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1144.4557477110886
6,Male,59,monolith,True,True,8.0,75.0,2.0,1.0,2.8,7.0,0,1,cosmetic_renovation,1.0,2.0,0.0,"Tigran Mets Avenue 73, Vanadzor",150000.0,AMD,monthly,2023-01-07,,,,A7567,7567,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,813.8351983723296
6,Male,22,stone,False,False,5.0,46.0,2.0,1.0,2.7,2.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,"Tumanyan street, Vanadzor",8000.0,AMD,daily,2023-01-07,"television,_internet","fridge,_coffee_maker,_washing_machine,_water_heater",outdoor_parking,A7568,7568,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1271.617497456765
6,Male,32,stone,False,False,3.0,75.0,2.0,1.0,2.8,1.0,closed_balcony,0,designer_renovation,1.0,2.0,0.0,Lorri › Vanadzor,70000.0,AMD,monthly,2023-01-07,,,,A7570,7570,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1144.4557477110886
5,Female,69,monolith,True,False,4.0,63.0,3.0,1.0,2.8,1.0,multiple_balconies,1,designer_renovation,2.0,0.0,0.0,"Trdat Architector street 20Ա, Gyumri",150000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_dishwasher,_washing_machine,_water_heater,_iron",garage,A7573,7573,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
6,Male,55,panels,False,False,4.0,75.0,3.0,1.0,2.5,4.0,multiple_balconies,1,partial_renovation,1.0,2.0,0.0,Lorri › Stepanavan,40000.0,AMD,monthly,2023-01-07,,,outdoor_parking,A7575,7575,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
6,Male,37,stone,True,False,5.0,127.0,5.0,1.0,2.6,2.0,open_balcony,partial_furniture,euro_renovation,1.0,0.0,0.0,Lorri › Vanadzor,80000.0,AMD,monthly,2023-01-07,,"fridge,_washing_machine",,A7576,7576,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
6,Female,60,stone,False,False,2.0,100.0,3.0,1.0,2.75,2.0,open_balcony,1,euro_renovation,1.0,1.0,2.0,"Բաղրամյան փողոց, Ստեփանավան",50000.0,AMD,daily,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_microwave,_coffee_maker,_washing_machine,_water_heater,_iron,_hair_dryer",outdoor_parking,A7577,7577,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,890.1322482197355
6,Male,68,stone,False,False,5.0,68.0,2.0,1.0,2.75,4.0,open_balcony,1,old_renovation,1.0,0.0,0.0,Lorri › Vanadzor,80000.0,AMD,monthly,2023-01-07,,,,A7578,7578,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,966.4292980671414
6,Female,53,monolith,False,False,5.0,102.0,3.0,1.0,2.6,1.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,Lorri › Vanadzor,120000.0,AMD,monthly,2023-01-07,"television,_parking_space","fridge,_stove,_microwave,_washing_machine,_water_heater,_iron",garage,A7579,7579,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,534.0793489318413
6,Female,27,panels,False,False,5.0,78.0,3.0,1.0,2.7,4.0,multiple_balconies,1,euro_renovation,2.0,0.0,0.0,Lorri › Vanadzor,100000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_coffee_maker,_washing_machine,_water_heater,_iron,_hair_dryer",outdoor_parking,A7580,7580,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,559.5116988809766
6,Female,23,stone,False,False,5.0,77.0,3.0,1.0,3.0,5.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,"Մխիթար Գոշ փողոց 7, Վանաձոր",120000.0,AMD,monthly,2023-01-07,television,"fridge,_stove,_microwave,_washing_machine",,A7581,7581,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,915.5645981688708
6,Female,48,stone,False,False,5.0,82.0,3.0,1.0,2.75,4.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,"Улица Григора Нарекаци 47, Ванадзор",70000.0,AMD,monthly,2023-01-07,,,,A7582,7582,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,712.1057985757884
6,Male,44,monolith,True,False,4.0,72.0,2.0,1.0,2.75,2.0,open_balcony,1,major_renovation,1.0,0.0,1.0,"Улица Прометевса 6/18, Степанаван",130000.0,AMD,monthly,2023-01-07,,,,A7584,7584,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,788.4028484231943
6,Male,26,stone,False,False,5.0,62.0,2.0,1.0,2.75,1.0,closed_balcony,1,euro_renovation,0.0,0.0,0.0,Lorri › Vanadzor,120000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_coffee_maker,_washing_machine,_water_heater,_iron",outdoor_parking,A7585,7585,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1017.293997965412
6,Female,45,panels,False,False,4.0,100.0,3.0,1.0,2.8,4.0,multiple_balconies,1,partial_renovation,1.0,0.0,0.0,"Мекенашинарарнери 26, Ванадзор",60000.0,AMD,monthly,2023-01-07,,,,A7586,7586,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
6,Female,58,stone,False,False,5.0,40.0,2.0,1.0,2.8,1.0,0,1,major_renovation,1.0,0.0,0.0,"Chukhajyan street 8, Vanadzor",60000.0,AMD,monthly,2023-01-07,,,,A7587,7587,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,864.6998982706002
6,Female,43,panels,False,False,9.0,74.0,3.0,1.0,2.7,1.0,closed_balcony,partial_furniture,cosmetic_renovation,2.0,2.0,0.0,Lorri › Vanadzor,70000.0,AMD,monthly,2023-01-07,"television,_internet","fridge,_stove,_washing_machine,_water_heater",,A7588,7588,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,1271.617497456765
6,Female,22,stone,True,False,4.0,40.0,1.0,1.0,2.75,1.0,0,1,cosmetic_renovation,1.0,1.0,0.0,"Garegin Nzhdeh street, Stepanavan",80000.0,AMD,monthly,2023-01-07,,,,A7589,7589,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,966.4292980671414
6,Female,48,stone,False,False,5.0,82.0,3.0,1.0,2.75,4.0,multiple_balconies,1,cosmetic_renovation,1.0,1.0,0.0,"Улица Григора Нарекаци 47, Ванадзор",70000.0,AMD,monthly,2023-01-07,"television,_internet","fridge,_stove,_washing_machine,_iron,_hair_dryer",,A7590,7590,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,915.5645981688708
6,Female,28,stone,True,False,4.0,60.0,3.0,1.0,2.6,1.0,0,1,major_renovation,0.0,0.0,0.0,Lorri › Vanadzor,130000.0,AMD,monthly,2023-01-07,,,,A7592,7592,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,737.5381485249237
6,Female,38,stone,False,False,4.0,70.0,3.0,1.0,2.75,4.0,closed_balcony,1,partial_renovation,0.0,0.0,0.0,"Moskovyan street 5, Vanadzor",130000.0,AMD,monthly,2023-01-07,television,"fridge,_washing_machine",outdoor_parking,A7594,7594,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,839.2675483214649
6,Male,27,stone,False,False,4.0,63.0,2.0,1.0,3.0,3.0,closed_balcony,1,partial_renovation,1.0,0.0,0.0,"Garegin Nzhdeh Street 11, Vanadzor",90000.0,AMD,monthly,2023-01-07,,"fridge,_stove,_washing_machine",outdoor_parking,A7595,7595,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,508.646998982706
6,Male,42,stone,False,False,5.0,46.0,2.0,1.0,2.75,2.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,Lorri › Vanadzor,8000.0,AMD,daily,2023-01-07,"television,_internet","fridge,_coffee_maker,_washing_machine",outdoor_parking,A7596,7596,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
6,Male,59,stone,False,False,5.0,40.0,2.0,1.0,2.5,1.0,closed_balcony,1,old_renovation,1.0,0.0,2.0,"Grigor Lusavorich street, Vanadzor",100000.0,AMD,monthly,2023-01-07,"television,_internet","fridge,_stove,_microwave,_washing_machine,_water_heater,_iron,_hair_dryer",outdoor_parking,A7597,7597,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,635.8087487283825
6,Male,62,stone,False,False,5.0,60.0,2.0,1.0,2.7,1.0,closed_balcony,,partial_renovation,0.0,0.0,0.0,Lorri › Vanadzor,40000.0,AMD,monthly,2023-01-07,,,,A7598,7598,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
6,Female,59,stone,False,False,4.0,44.0,2.0,1.0,2.7,3.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,"Vardanants Street, Vanadzor",8000.0,AMD,daily,2023-01-07,"television,_internet","fridge,_coffee_maker,_washing_machine,_water_heater",outdoor_parking,A7599,7599,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
7,Female,58,stone,True,False,5.0,65.0,2.0,1.0,3.0,4.0,0,1,euro_renovation,0.0,0.0,0.0,"Սայաթ-Նովա փողոց 15, Սևան",80000.0,AMD,monthly,2023-01-07,,,,A7600,7600,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,762.970498474059
7,Male,50,stone,False,False,3.0,50.0,2.0,1.0,2.75,2.0,closed_balcony,1,partial_renovation,1.0,1.0,0.0,"Սայաթ Նովա փողոց, Սևան",80000.0,AMD,monthly,2023-01-07,"television,_internet,_parking_space","fridge,_stove,_microwave,_coffee_maker,_dishwasher,_washing_machine,_drying_machine,_water_heater,_iron,_hair_dryer",outdoor_parking,A7601,7601,Address was Missing; The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,635.8087487283825
7,Male,34,panels,False,False,5.0,45.0,1.0,1.0,2.7,5.0,0,1,euro_renovation,1.0,2.0,0.0,"Ա. Սեսմանուկյան փողոց 10, Վարդենիս",55000.0,AMD,monthly,2023-01-07,television,stove,,A7602,7602,The price was outside a 5% IQR (Inter-Quartile Range) for its currency duration; ,712.1057985757884
